Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
016790,KR7016790008,카나리아바이오,KOSDAQ,중견기업부,1368,2,-14,-1.01,1382,1393,1364,3038188,4186177785,255804459552,186991564,KSQ
131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,4785,1,150,3.24,4690,5150,4635,7938749,39203184605,254882992155,53267083,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,28700,1,1600,5.9,27100,31250,27100,695751,20569267000,253073270800,8817884,KSQ
270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,1926,1,78,4.22,1845,1930,1817,1134296,2145371990,251581221162,130623687,KSQ
078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,7340,2,-40,-0.54,7380,7400,7300,26741,196055380,251158541900,34217785,KSQ
032300,KR7032300006,한국파마,KOSDAQ,우량기업부,23000,1,1100,5.02,21800,23350,21800,84920,1939479450,250854123000,10906701,KSQ
083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,8100,1,270,3.45,7910,8180,7810,164500,1322020360,250649437500,30944375,KSQ
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,8130,2,-80,-0.97,8170,8240,8120,113518,925842170,249300132990,30664223,KSQ
093640,KR7093640001,케이알엠,KOSDAQ,벤처기업부,8500,1,10,0.12,8420,8530,8420,45105,382626850,248313747000,29213382,KSQ
322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,15340,1,260,1.72,15120,16200,15100,338454,5314484490,248227462080,16181712,KSQ
052400,KR7052400009,코나아이,KOSDAQ,우량기업부,16520,2,-110,-0.66,16690,16690,16450,10026,165381120,247799983480,14999999,KSQ
356860,KR7356860007,티엘비,KOSDAQ,우량기업부,25200,2,-950,-3.63,26050,26050,25100,111020,2829566400,247782276000,9832630,KSQ
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,7230,2,-90,-1.23,7230,7390,7180,112484,818508980,246910009260,34150762,KSQ
452400,KR7452400005,이닉스,KOSDAQ,벤처기업부,27200,2,-1850,-6.37,28600,28600,27150,310643,8575805000,246742841600,9071428,KSQ
063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,37350,2,-50,-0.13,37300,37900,37000,25157,941821250,246330421200,6595192,KSQ
024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,3700,1,185,5.26,3565,3890,3500,888067,3319742315,246076754700,66507231,KSQ
389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,39700,2,-1500,-3.64,40400,40500,39300,130380,5183697550,246049881000,6197730,KSQ
417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,12830,2,-210,-1.61,13000,13120,12710,54626,703491040,245750028240,19154328,KSQ
096040,KR7096040001,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0.0,0,0,0,0,0,245561580945,906131295,KSQ
384470,KR7384470001,코어라인소프트,KOSDAQ,기술성장기업부,19600,2,-700,-3.45,20050,20700,19600,197161,3954035070,245415735600,12521211,KSQ
078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,4420,1,100,2.31,4325,4440,4320,91828,404290010,245226859800,55481190,KSQ
060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,3240,1,30,0.93,3200,3270,3180,126605,409613535,245013896520,75621573,KSQ
268600,KR7268600004,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0,0.0,0,0,0,0,0,244941204600,36667845,KSQ
078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,13100,3,0,0.0,13240,13240,12960,2943,38580380,244925826800,18696628,KSQ
078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,15980,2,-260,-1.6,15870,16290,15810,77959,1245489160,243605224360,15244382,KSQ
388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,27200,2,-100,-0.37,27550,27600,27050,23297,634974800,243109411200,8937846,KSQ
123040,KR7123040008,엠에스오토텍,KOSDAQ,중견기업부,5320,1,40,0.76,5330,5360,5260,182366,967805120,242902033640,45658277,KSQ
038290,KR7038290003,마크로젠,KOSDAQ,우량기업부,22350,1,650,3.0,21850,22500,21700,77666,1728230100,242305290000,10841400,KSQ
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,27350,1,650,2.43,27000,28150,27000,29609,818857400,242235285100,8856866,KSQ
396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,13330,2,-590,-4.24,13920,14130,13300,220430,2967491120,240615031200,18050640,KSQ
389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,14080,2,-60,-0.42,14190,14380,14010,13894,197319460,240064000000,17050000,KSQ
264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,8040,2,-850,-9.56,8320,8470,7920,6494884,52991137310,239997312480,29850412,KSQ
182360,KR7182360008,큐브엔터,KOSDAQ,중견기업부,17350,2,-100,-0.57,17350,17470,17160,50965,880675560,239511319450,13804687,KSQ
211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,15820,2,-10,-0.06,15920,16080,15670,154916,2460418040,238602049280,15082304,KSQ
205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,1844,2,-19,-1.02,1896,1896,1765,1178331,2191090958,238567516596,129375009,KSQ
285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,22550,2,-150,-0.66,22550,22900,22500,15610,353731500,238484989050,10575831,KSQ
036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,2625,2,-70,-2.6,2695,2740,2615,837258,2240520980,238057512000,90688576,KSQ
171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,25150,1,400,1.62,24750,25650,24650,45822,1150787650,237455359750,9441565,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,9380,2,-90,-0.95,9470,9500,9350,57949,545254280,237231549800,25291210,KSQ
900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3520,2,-25,-0.71,3595,3620,3500,38496,137105135,237160000000,67375000,KSQ
084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,4825,1,205,4.44,4550,4885,4550,276834,1323372885,236733481550,49063934,KSQ
230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,17520,1,160,0.92,17410,17800,17410,67783,1195666130,236327735520,13489026,KSQ
045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3335,3,0,0.0,3325,3350,3315,200398,668046005,235028712295,70473377,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,15910,1,200,1.27,15690,16140,15670,45402,719660910,234689619160,14751076,KSQ
086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,3745,1,20,0.54,3850,3950,3735,1497733,5749135845,234579310000,62638000,KSQ
085670,KR7085670008,뉴프렉스,KOSDAQ,중견기업부,9590,2,-300,-3.03,9550,9850,9130,2279079,21385666830,234482797990,24450761,KSQ
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,37750,2,-250,-0.66,38000,38200,37500,40103,1521287950,233102626000,6174904,KSQ
040300,KR7040300006,YTN,KOSDAQ,우량기업부,5540,1,40,0.73,5510,5560,5500,118185,653989690,232680000000,42000000,KSQ
297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,8520,2,-70,-0.81,8650,8670,8520,67664,579816720,232340400000,27270000,KSQ
048870,KR7048870000,시너지이노베이션,KOSDAQ,중견기업부,2800,2,-5,-0.18,2790,2825,2760,45563,127483225,231583363200,82708344,KSQ
472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,7150,2,-180,-2.46,7320,7360,7120,310275,2238105720,231259120950,32343933,KSQ
150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,230717208150,39438839,KSQ
318020,KR7318020005,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0.0,0,0,0,0,0,229187123200,12662272,KSQ
226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,13920,2,-180,-1.28,14250,14350,13830,32973,465155650,229134210720,16460791,KSQ
079940,KR7079940003,가비아,KOSDAQ,우량기업부,16920,2,-20,-0.12,16900,17060,16750,15093,255302680,229023773280,13535684,KSQ
122450,KR7122450000,KX,KOSDAQ,중견기업부,5050,1,20,0.4,5030,5100,4990,8936,44917070,228946618200,45335964,KSQ
402490,KR7402490007,그린리소스,KOSDAQ,기술성장기업부,27850,2,-250,-0.89,27150,28300,26900,260245,7169515900,227922840400,8183944,KSQ
161580,KR7161580006,필옵틱스,KOSDAQ,중견기업부,9770,2,-80,-0.81,9850,9950,9710,184707,1811431360,227559352110,23291643,KSQ
053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,17490,2,-260,-1.46,17750,18350,16750,172753,3023351420,227366624430,12999807,KSQ
065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,18610,2,-130,-0.69,18780,18840,18430,50682,942916680,225857864310,12136371,KSQ
370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,27600,2,-350,-1.25,27650,28000,27150,49655,1362755950,225818508000,8181830,KSQ
290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,28700,2,-450,-1.54,29150,29200,28600,16523,476298200,225514842000,7857660,KSQ
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,8580,2,-190,-2.17,8690,8900,8520,726328,6301323020,224796214500,26200025,KSQ
053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,5380,2,-20,-0.37,5370,5430,5360,72789,392613790,224756660780,41776331,KSQ
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,22450,2,-250,-1.1,22700,22800,22450,3858,87197200,224500000000,10000000,KSQ
092070,KR7092070002,디엔에프,KOSDAQ,우량기업부,19380,2,-200,-1.02,19580,19840,19240,49544,962941050,224262608040,11571858,KSQ
033230,KR7033230004,인성정보,KOSDAQ,중견기업부,5710,1,620,12.18,5680,6280,5490,76111637,446639584230,223919819800,39215380,KSQ
104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,20850,2,-800,-3.7,21900,21900,20750,52002,1098826250,223379081250,10713625,KSQ
029480,KR7029480001,광무,KOSDAQ,중견기업부,4655,1,420,9.92,4460,4780,4410,4903357,22710458585,222918132605,47887891,KSQ
315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,19820,1,110,0.56,20650,21050,19820,254511,5184816400,221134395880,11157134,KSQ
063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,6470,2,-10,-0.15,6510,6550,6430,45130,292622030,220935800160,34147728,KSQ
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,16180,2,-350,-2.12,16530,16530,16160,83174,1356070770,220504583420,13628219,KSQ
144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5040,2,-50,-0.98,5110,5130,5040,35121,178318070,220210824960,43692624,KSQ
078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2375,1,180,8.2,2515,2530,2335,7446867,17993791955,220200300500,92715916,KSQ
073490,KR7073490005,이노와이어리스,KOSDAQ,우량기업부,28950,1,1250,4.51,28400,29400,28150,108221,3126769150,220131341700,7603846,KSQ
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,9790,2,-80,-0.81,9870,9900,9770,62930,617161930,220101403720,22482268,KSQ
214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,30900,2,-650,-2.06,31900,31900,30550,31874,983819000,219598884000,7106760,KSQ
452190,KR7452190002,한빛레이저,KOSDAQ,벤처기업부,10000,1,80,0.81,9920,10620,9790,1798531,18462825990,219584880000,21958488,KSQ
046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,5650,2,-50,-0.88,5700,5720,5630,85197,482936410,219364459200,38825568,KSQ
143160,KR7143160000,아이디스,KOSDAQ,우량기업부,20450,2,-1050,-4.88,21400,21400,20400,48873,1009607000,219150175500,10716390,KSQ
321820,KR7321820003,와이더플래닛,KOSDAQ,기술성장기업부,16390,1,790,5.06,18990,19300,16270,1922517,34263907930,219076279400,13366460,KSQ
418470,KR7418470001,밀리의서재,KOSDAQ,벤처기업부,26100,2,-250,-0.95,26900,27550,25800,279549,7427260400,218934342900,8388289,KSQ
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,26650,1,300,1.14,26350,27050,26250,27092,720808100,218726170650,8207361,KSQ
045970,KR7045970001,코아시아,KOSDAQ,중견기업부,8270,1,90,1.1,8150,8350,7990,857541,7014168590,217624024520,26314876,KSQ
300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,39550,1,2900,7.91,37300,41000,37050,763029,30144076100,217590336600,5501652,KSQ
090710,KR7090710005,휴림로봇,KOSDAQ,투자주의환기종목(소속부없음),1220,0,0,0.0,0,0,0,0,0,215922597920,176985736,KSQ
080580,KR7080580004,오킨스전자,KOSDAQ,우량기업부,12210,2,-640,-4.98,12450,12730,12120,407410,5021387020,215864228580,17679298,KSQ
109610,KR7109610006,에스와이,KOSDAQ,벤처기업부,4410,2,-140,-3.08,4495,4495,4390,612267,2717827030,215681634000,48907400,KSQ
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,8480,1,180,2.17,8300,8670,8300,103201,879329350,215491521280,25411736,KSQ
038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,5180,2,-20,-0.38,5250,5300,5160,740002,3876915400,213257336600,41169370,KSQ
083930,KR7083930008,아바코,KOSDAQ,우량기업부,13800,2,-60,-0.43,13910,13970,13770,23594,326894070,212696612400,15412798,KSQ
067000,KR7067000000,조이시티,KOSDAQ,우량기업부,3040,3,0,0.0,3045,3120,3035,323521,993847025,212382586720,69862693,KSQ
067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,35800,1,300,0.85,35550,36000,35400,3633,129822050,212178688200,5926779,KSQ
418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,7180,2,-80,-1.1,7230,7230,7150,127334,914235550,212144286440,29546558,KSQ
234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,22400,1,200,0.9,22450,23300,21700,101069,2270972800,211747200000,9453000,KSQ
174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,13600,2,-50,-0.37,13800,13800,13510,21924,298824900,211213100000,15530375,KSQ
168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,9850,1,560,6.03,9680,10130,9210,691903,6747163720,209689597400,21288284,KSQ
060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,8670,2,-80,-0.91,8690,8870,8580,38570,335115090,209649443400,24181020,KSQ
220260,KR7220260004,켐트로스,KOSDAQ,벤처기업부,7870,2,-170,-2.11,7970,8350,7840,1675771,13509455990,209013876090,26558307,KSQ
439580,KR7439580002,블루엠텍,KOSDAQ,기술성장기업부,19570,2,-680,-3.36,21200,22500,19510,2899150,61213520200,208989282480,10679064,KSQ
063170,KR7063170005,서울옥션,KOSDAQ,우량기업부,11740,2,-130,-1.1,11870,12100,11650,128006,1516742760,208669894580,17774267,KSQ
950170,KR8392080006,JTC,KOSDAQ,관리종목(소속부없음),4135,1,15,0.36,4120,4150,4055,13370,54994270,207943456105,50288623,KSQ
365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,1447,2,-29,-1.96,1490,1490,1446,228301,331992314,207679106452,143523916,KSQ
294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,20250,2,-100,-0.49,20350,20500,20200,18225,370503600,207657371250,10254685,KSQ
143240,KR7143240000,사람인,KOSDAQ,우량기업부,17720,1,10,0.06,17690,17770,17450,4044,71487500,207027420360,11683263,KSQ
057880,KR7057880007,피에이치씨,KOSDAQ,관리종목(소속부없음),1740,0,0,0.0,0,0,0,0,0,206724832500,118807375,KSQ
424960,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,13610,2,-400,-2.86,13920,14110,13550,122160,1681116880,206509157400,15173340,KSQ
088390,KR7088390000,이녹스,KOSDAQ,우량기업부,22000,2,-150,-0.68,22100,22350,21850,22054,486219400,206488568000,9385844,KSQ
179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,6390,2,-40,-0.62,6480,6480,6300,54988,350684770,206369382420,32295678,KSQ
445180,KR7445180003,퓨릿,KOSDAQ,중견기업부,12210,2,-20,-0.16,12210,12550,12160,166725,2063325910,204751785480,16769188,KSQ
122990,KR7122990005,와이솔,KOSDAQ,우량기업부,7260,1,50,0.69,7210,7290,7180,21302,154304290,204637191660,28186941,KSQ
033340,KR7033340001,좋은사람들,KOSDAQ,관리종목(소속부없음),2110,0,0,0.0,0,0,0,0,0,204565677380,96950558,KSQ
192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,32850,1,100,0.31,32450,32950,32450,4360,142471300,204207524550,6216363,KSQ
211050,KR7211050000,인카금융서비스,KOSDAQ,기술성장기업부,19790,1,260,1.33,20000,20150,19530,23642,469241850,203361248400,10275960,KSQ
033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,3620,2,-5,-0.14,3640,3690,3580,566871,2055790700,203285809620,56156301,KSQ
037070,KR7037070000,파세코,KOSDAQ,우량기업부,10100,1,30,0.3,10060,10120,10000,17525,176201840,202000000000,20000000,KSQ
036560,KR7036560001,영풍정밀,KOSDAQ,우량기업부,12810,1,40,0.31,12860,12860,12650,37977,484895790,201757500000,15750000,KSQ
096240,KR7096240007,크레버스,KOSDAQ,우량기업부,17790,2,-160,-0.89,17980,17980,16880,44533,790654890,201706222200,11338180,KSQ
203650,KR7203650007,드림시큐리티,KOSDAQ,벤처기업부,3980,1,120,3.11,3930,4010,3870,1026087,4065023135,201410900920,50605754,KSQ
226330,KR7226330009,신테카바이오,KOSDAQ,기술성장기업부,13200,2,-220,-1.64,13420,13630,13190,147413,1977782310,201042270000,15230475,KSQ
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,3085,1,20,0.65,3080,3095,3065,37474,115442080,200974931825,65145845,KSQ
032820,KR7032820003,우리기술,KOSDAQ,벤처기업부,1305,1,4,0.31,1304,1313,1301,715365,934899456,200734136910,153819262,KSQ
080420,KR7080420003,모다이노칩,KOSDAQ,우량기업부,2515,3,0,0.0,2540,2540,2500,4690,11805110,200499879330,79721622,KSQ
019210,KR7019210004,와이지-원,KOSDAQ,우량기업부,6540,1,20,0.31,6520,6660,6490,152574,1005085770,199952776260,30573819,KSQ
251370,KR7251370003,와이엠티,KOSDAQ,우량기업부,12250,1,1550,14.49,10800,12680,10620,846767,10020442280,199852184000,16314464,KSQ
149950,KR7149950008,아바텍,KOSDAQ,중견기업부,12780,2,-170,-1.31,12940,12940,12770,10039,128765000,199463850000,15607500,KSQ
086890,KR7086890001,이수앱지스,KOSDAQ,기술성장기업부,5730,2,-20,-0.35,5750,5790,5700,36683,210735080,198322399470,34611239,KSQ
011040,KR7011040003,경동제약,KOSDAQ,우량기업부,6440,1,10,0.16,6430,6480,6420,18119,116932420,198150853040,30768766,KSQ
172670,KR7172670002,에이엘티,KOSDAQ,벤처기업부,22050,2,-350,-1.56,22050,22750,22000,61102,1362125350,197573710950,8960259,KSQ
043610,KR7043610005,지니뮤직,KOSDAQ,우량기업부,3390,1,10,0.3,3395,3425,3390,35926,122137860,197011334820,58115438,KSQ
035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,13550,3,0,0.0,13520,13740,13520,24989,339508540,196848763200,14527584,KSQ
038540,KR7038540001,상상인,KOSDAQ,우량기업부,3545,1,40,1.14,3565,3575,3510,10997,38879625,196138869585,55328313,KSQ
294630,KR7294630009,서남,KOSDAQ,기술성장기업부,8330,1,640,8.32,7400,8820,7300,21470683,179001522140,196075363470,23538459,KSQ
207760,KR7207760000,미스터블루,KOSDAQ,중견기업부,2620,1,250,10.55,2450,2755,2430,12715879,33667591830,195908854640,74774372,KSQ
321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,7750,2,-50,-0.64,7880,7930,7620,14550,113526960,195164375000,25182500,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,12180,1,70,0.58,12050,12230,12050,20777,251612230,194636400000,15980000,KSQ
092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,17930,2,-370,-2.02,18360,18790,17860,515062,9361232040,194518930210,10848797,KSQ
389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,17500,1,1940,12.47,16010,18680,15600,2777072,48986614990,193781612500,11073235,KSQ
013990,KR7013990007,아가방컴퍼니,KOSDAQ,우량기업부,5890,2,-80,-1.34,5890,6040,5850,1152920,6837591590,193707587040,32887536,KSQ
131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,3245,2,-75,-2.26,3290,3365,3240,535291,1759823945,193369167090,59589882,KSQ
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,10280,2,-70,-0.68,10350,10410,10270,37771,390235070,192799837440,18754848,KSQ
182400,KR7182400002,엔케이맥스,KOSDAQ,기술성장기업부,2325,2,-175,-7.0,2500,2505,2305,2642450,6390042950,192672031575,82869691,KSQ
007330,KR7007330004,푸른저축은행,KOSDAQ,우량기업부,12760,1,1980,18.37,10700,12770,10610,2262589,26812490780,192456528000,15082800,KSQ
105760,KR7105760003,포스뱅크,KOSDAQ,벤처기업부,20400,1,400,2.0,20350,20500,19980,230189,4653948980,190851894000,9355485,KSQ
239890,KR7239890007,피엔에이치테크,KOSDAQ,기술성장기업부,19170,2,-480,-2.44,19660,19660,19160,44387,854138290,190468423350,9935755,KSQ
023600,KR7023600000,삼보판지,KOSDAQ,우량기업부,11760,1,260,2.26,11500,11760,11410,37893,439406180,190159200000,16170000,KSQ
065560,KR7065560005,녹원씨엔아이,KOSDAQ,관리종목(소속부없음),11540,0,0,0.0,0,0,0,0,0,189726555040,16440776,KSQ
121440,KR7121440002,골프존뉴딘홀딩스,KOSDAQ,우량기업부,4425,1,180,4.24,4245,4425,4235,245532,1065293090,189552919650,42836818,KSQ
262260,KR7262260003,에이프로,KOSDAQ,벤처기업부,13100,2,-180,-1.36,13300,13350,13000,66600,871059200,189532791200,14468152,KSQ
046210,KR7046210001,HLB파나진,KOSDAQ,벤처기업부,4615,1,170,3.82,4445,4865,4425,639389,2992341485,189235892105,41004527,KSQ
225530,KR7225530005,보광산업,KOSDAQ,우량기업부,5200,1,10,0.19,5200,5220,5180,6250,32521780,188961380400,36338727,KSQ
088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,2685,1,290,12.11,2410,2750,2385,4810560,12724317490,187751506005,69926073,KSQ
205100,KR7205100001,엑셈,KOSDAQ,벤처기업부,2585,2,-35,-1.34,2630,2650,2575,991566,2590954325,186025469135,71963431,KSQ
220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,8410,1,60,0.72,8400,8690,8320,148181,1263537670,185879123550,22102155,KSQ
005860,KR7005860002,한일사료,KOSDAQ,중견기업부,4715,1,20,0.43,4695,4765,4685,457930,2166496695,185788374775,39403685,KSQ
023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,588,1,2,0.34,586,589,575,233596,135904362,185578430688,315609576,KSQ
382800,KR7382800001,지앤비에스 에코,KOSDAQ,벤처기업부,6150,2,-100,-1.6,6240,6250,6130,167022,1030987760,184801423800,30049012,KSQ
064800,KR7064800006,젬백스링크,KOSDAQ,우량기업부,2205,1,110,5.25,2185,2350,2090,16123756,36176623020,184662392985,83747117,KSQ
214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,13890,2,-80,-0.57,13970,14040,13860,14964,208749850,184142299650,13257185,KSQ
376190,KR7376190005,LB루셈,KOSDAQ,중견기업부,7480,1,130,1.77,7320,7580,7250,67595,504937490,184008000000,24600000,KSQ
290550,KR7290550003,디케이티,KOSDAQ,우량기업부,9850,2,-40,-0.4,10030,10030,9790,58608,577785440,183883454350,18668371,KSQ
100130,KR7100130004,동국S&C,KOSDAQ,우량기업부,3210,3,0,0.0,3195,3225,3195,33839,108510030,183429030000,57143000,KSQ
138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,17900,1,370,2.11,17400,18190,17400,56667,1010128650,183130299700,10230743,KSQ
125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,11100,2,-60,-0.54,11130,11190,11020,49260,546483510,183114369000,16496790,KSQ
136540,KR7136540002,윈스,KOSDAQ,우량기업부,13180,1,90,0.69,13030,13200,13020,11540,151901490,182729655160,13864162,KSQ
355390,KR7355390006,크라우드웍스,KOSDAQ,기술성장기업부,44250,1,5550,14.34,41500,46300,40350,1406140,61668889250,182622891750,4127071,KSQ
024810,KR7024810004,이화전기,KOSDAQ,관리종목(소속부없음),899,0,0,0.0,0,0,0,0,0,181597539712,201999488,KSQ
453860,KR7453860009,에이에스텍,KOSDAQ,벤처기업부,32050,2,-950,-2.88,33050,33050,31850,21282,689349000,181313740750,5657215,KSQ
094820,KR7094820008,일진파워,KOSDAQ,우량기업부,11980,1,120,1.01,11930,12150,11880,65515,789071750,180642933820,15078709,KSQ
027710,KR7027710003,팜스토리,KOSDAQ,우량기업부,1621,3,0,0.0,1612,1625,1612,242576,392589407,180606308600,111416600,KSQ
219130,KR7219130002,타이거일렉,KOSDAQ,우량기업부,28600,2,-2400,-7.74,31350,31350,28500,153569,4510950000,180588694000,6314290,KSQ
110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,7680,1,20,0.26,7660,7700,7570,3330,25482520,179949772800,23430960,KSQ
408900,KR7408900009,스튜디오미르,KOSDAQ,벤처기업부,33550,2,-500,-1.47,34500,34500,33500,12568,422792050,179846452500,5360550,KSQ
236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,24900,2,-900,-3.49,25950,25950,24800,74743,1882931750,179112497700,7193273,KSQ
200470,KR7200470003,에이팩트,KOSDAQ,우량기업부,4185,1,390,10.28,3765,4305,3735,2722776,11248078650,177285359205,42362093,KSQ
073570,KR7073570004,리튬포어스,KOSDAQ,중견기업부,5190,2,-220,-4.07,5360,5440,5150,516548,2732068390,177245023830,34151257,KSQ
356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,6220,1,180,2.98,6190,6320,6070,585283,3633335900,177229520240,28493492,KSQ
023910,KR7023910003,대한약품,KOSDAQ,우량기업부,29500,1,650,2.25,28900,29650,28800,20966,616057700,177000000000,6000000,KSQ
086960,KR7086960002,MDS테크,KOSDAQ,중견기업부,2015,1,52,2.65,1984,2040,1955,3595584,7209171750,176470750040,87578536,KSQ
048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,1824,2,-7,-0.38,1821,1853,1821,130075,238643503,176392874880,96706620,KSQ
084730,KR7084730001,팅크웨어,KOSDAQ,우량기업부,15850,2,-20,-0.13,15880,15970,15620,36577,579682490,176084370400,11109424,KSQ
091440,KR7091440008,텔레필드,KOSDAQ,벤처기업부,12040,2,-340,-2.75,12350,12350,11800,70424,849550730,175864318840,14606671,KSQ
104480,KR7104480009,티케이케미칼,KOSDAQ,우량기업부,1932,1,27,1.42,1905,1940,1895,178831,343770227,175609978488,90895434,KSQ
348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,9300,1,110,1.2,9160,9440,9150,49313,459997540,175511534400,18872208,KSQ
115960,KR7115960007,연우,KOSDAQ,우량기업부,14120,0,0,0.0,0,0,0,0,0,175059760000,12398000,KSQ
250060,KR7250060001,모비스,KOSDAQ,기술성장기업부,5440,1,140,2.64,5520,5950,5310,6830984,38181166590,175011948160,32171314,KSQ
092190,KR7092190008,서울바이오시스,KOSDAQ,중견기업부,3815,2,-20,-0.52,3835,3840,3805,4873,18601785,174987881145,45868383,KSQ
