ENER_NO,COMPLEXCODE,ENER_DT,HEAT_AMOUNT,HEAT_USAGE,WATERHOT_AMOUNT,WATERHOT_USAGE,GAS_AMOUNT,GAS_USAGE,ELEC_AMOUNT,ELEC_USAGE,WATER_AMOUNT,WATER_USAGE
27745,A30212008,201807,11440320,0,18631700,6837,0,0,109500890,717177,35467110,36533
27746,A30212008,201808,11440320,0,14076710,5477,0,0,137039280,1042486,41351120,38330
27747,A30212008,201809,15160400,2879,21094500,7175,0,0,76511740,597598,39332170,38456
27748,A30212008,201810,38331450,25402,39537000,8786,0,0,78783420,691289,36346210,34955
27749,A30212008,201811,86140020,65720,48267000,10726,0,0,69692850,557351,41014380,36491
27750,A30212008,201812,185608860,125196,48523500,10783,0,0,76874420,600748,35674220,32591
27751,A30212008,201901,189747840,138071,54715500,12159,0,0,77975370,609617,38009050,34523
27752,A30212008,201902,142869940,102284,57154500,12701,0,0,66050490,538041,37386230,35480
27753,A30212008,201903,106967950,67504,48555000,10790,0,0,72593950,578761,31606270,30945
27754,A30212008,201904,55603380,33766,50800500,11289,0,0,67376870,547110,32968380,33802
27755,A30212008,201905,16454880,5303,45580500,10129,0,0,68028040,551148,32393270,33853
27756,A30212008,201906,11440320,0,28046930,9475,0,0,60492820,542268,32745270,36650
27757,A30212008,201907,11440320,0,21691790,7571,0,0,68406680,694703,36922840,36366
27758,A30212008,201908,11440320,0,17624760,6015,0,0,122386640,847495,38630380,36715
27759,A30212008,201909,15616780,2895,22887840,6978,0,0,73204500,578414,34386860,37627
27760,A30212008,201910,28692860,14755,35352000,7856,0,0,69179850,554453,32735270,34387
27761,A30212008,201911,89235440,70591,46840500,10409,0,0,70743120,564890,38761070,37371
27762,A30212008,201912,174728230,124411,49374000,10972,0,0,77649370,606132,35731900,34071
27763,A30212008,202001,180282410,112506,52024500,11561,0,0,78771470,612680,35727430,33492
27764,A30212008,202002,144040460,99719,59980500,13329,0,0,74394180,587026,43821110,40056
27765,A30212008,202003,107310640,60638,54760500,12169,0,0,81650840,631993,25190320,35241
27766,A30212008,202004,64503670,39550,60142500,13365,0,0,75518250,595207,39145490,39437
27767,A30212008,202005,18262310,4674,51826500,11517,0,0,76958770,603580,36222110,37832
27768,A30212008,202006,11440320,0,32555720,9865,0,0,81503620,629920,38150600,38218
27769,A30212008,202007,11440320,0,24613500,8344,0,0,73758500,659047,38850900,37854
27770,A30212008,202008,11440320,4,21566940,7929,0,0,147836140,953940,39730000,41158
27771,A30212008,202009,14238020,2221,23212800,8060,0,0,77643990,607875,40293220,39337
27772,A30212008,202010,35814050,26022,41296500,9177,0,0,74894680,591087,36847280,37146
27773,A30212008,202011,85880330,69742,49761000,11058,0,0,76301390,597880,36307470,38237
27774,A30212008,202012,191921960,150112,52375500,11639,0,0,84897380,663149,34689330,35003
27775,A30212008,202101,212312120,167265,64755000,14390,0,0,95147970,668850,39724040,39292
27776,A30212008,202102,135519920,102309,59512500,13225,0,0,69899240,569570,36358130,36466
27777,A30212008,202103,95003620,56026,51048000,11344,0,0,76312810,610833,31787270,32579
27778,A30212008,202104,38164140,20208,54139500,12031,0,0,71650640,581918,37801940,36598
27779,A30212008,202105,18549720,8136,49887000,11086,0,0,74241480,597530,34187200,37304
27780,A30212008,202106,11440320,0,26752340,9038,0,0,75980520,608279,38625910,36686
27781,A30212008,202107,11440320,0,19956870,7337,0,0,142738770,944835,35321090,38130
27782,A30212008,202108,11440320,0,16918340,6609,0,0,115598880,832323,37384740,40518
27783,A30212008,202109,14051490,2044,22554750,7395,0,0,76523500,598368,39237240,37209
27784,A30212008,202110,31116510,20721,41598000,9244,0,0,76291180,597329,35601640,39653
27785,A30212008,202111,91522470,65423,45216000,10048,0,0,74961930,587720,35184440,35651
27786,A30212008,202112,179506340,133313,48501000,10778,0,0,83204470,637473,38307910,36376
27787,A30212008,202201,199146010,158416,61591500,13687,0,0,83196370,637917,31121270,38505
27788,A30212008,202202,170235260,141841,58324500,12961,0,0,72378020,572367,34306830,35380
27789,A30212008,202203,109368980,69652,51007500,11335,0,0,78833590,612358,30776270,32195
27790,A30212008,202204,38528550,21647,56952000,12656,0,0,74628880,560815,35710410,38235
27791,A30212008,202205,20561300,6069,44149500,9811,0,0,74511140,561420,31706270,32746
27792,A30212008,202206,11440320,0,25239840,8892,0,0,91094620,636922,33885160,36167
27793,A30212008,202207,11440320,0,19253530,6597,0,0,142591760,888790,36906880,36904
27794,A30212008,202208,11440320,0,18147480,5953,0,0,137011060,866920,35932420,37720
27795,A30212008,202209,13255970,1466,21141800,7452,0,0,81906960,585937,34306830,36357
27796,A30212008,202210,48876530,20562,38020500,8449,0,0,83327150,567363,31962270,34339
27797,A30212008,202211,98525550,57250,46521000,10338,0,0,83754290,567922,34089290,35765
27798,A30212008,202212,284221910,166959,50814000,11292,0,0,94921450,628248,31311270,33600
27799,A30212008,202301,257586740,146661,56610000,12580,0,0,104319670,628846,30642270,34776
27800,A30212008,202302,179390800,96971,54472500,12105,0,0,87669550,546143,30136270,33152
27801,A30212008,202303,100780100,43678,49140000,10920,0,0,93000040,573760,28320270,30669
27802,A30212008,202304,49208130,19978,51066000,11348,0,0,88223570,549830,28009270,33606
27803,A30212008,202305,18733200,5238,46768500,10393,0,0,93171280,562603,26487270,33829
27804,A30212008,202306,11440320,0,28251200,8603,0,0,104548140,606235,31985270,34754
27805,A30212008,202307,11440320,0,29060690,7101,0,0,154331120,830498,28964670,34759
27806,A30212008,202308,11440320,0,25914690,6706,0,0,190700900,955918,30023970,36330
27807,A30212008,202309,11440320,0,26910080,7137,0,0,109149550,627621,29576270,35520
27808,A30212008,202310,40219690,12801,38488500,8553,0,0,93055850,551584,29521270,34200
27809,A30212008,202311,152970740,80552,45594000,10132,0,0,96956150,568991,30753270,34434
27810,A30212008,202312,263394360,127484,51291000,11398,0,0,106795810,615120,32781670,32905
27811,A30212010,201401,83432120,47470,16735200,4404,0,0,33764490,182791,10431700,13105
27812,A30212010,201402,62820250,35414,17081000,4495,0,0,33912621,184206,10486300,12733
27813,A30212010,201403,45810240,24638,15154400,3988,0,0,24368927,157638,9248140,11367
27814,A30212010,201404,15385320,6629,16298200,4289,0,0,28012796,167095,10676980,13181
27815,A30212010,201405,7990240,1731,13330400,3508,0,0,24283119,160118,9779020,12133
27816,A30212010,201406,3659679,0,9589800,2906,0,0,27315088,165951,10598860,13022
27817,A30212010,201407,3659910,0,7106169,2632,0,0,29788452,174360,12051000,14570
27818,A30212010,201408,3659679,0,7064280,1899,0,0,34091778,192597,11094520,13839
27819,A30212010,201409,3659679,0,8454600,2196,0,0,28416998,169989,11422700,13454
27820,A30212010,201410,9386635,3859,10735000,2825,0,0,24323990,159480,11106720,14073
27821,A30212010,201411,37344199,22331,12752800,3356,0,0,29073904,168354,10610770,12909
27822,A30212010,201412,89836770,46866,13416000,3440,0,0,30803515,175401,9949590,11511
27823,A30212010,201501,79793298,44393,17309000,4555,0,0,33325112,178817,11032300,13473
27824,A30212010,201502,63520043,36491,16180400,4258,0,0,32495049,178085,9957100,12145
27825,A30212010,201503,45917280,26256,15576200,4099,0,0,24076413,155596,9427110,11571
27826,A30212010,201504,20078510,12040,16853000,4435,0,0,28231111,166817,10481810,12911
27827,A30212010,201505,4869860,447,15384000,3846,0,0,23942257,157052,10046140,12413
27828,A30212010,201506,3659679,0,10535601,3154,0,0,27834209,165861,10137700,12454
27829,A30212010,201507,3659679,0,8595201,2901,0,0,26071021,166580,11792360,14398
27830,A30212010,201508,3659679,0,6594851,2158,0,0,35796364,223018,11613020,14052
27831,A30212010,201509,3659679,0,8229753,2271,0,0,24628821,163562,11286060,13770
27832,A30212010,201510,8741153,2982,9845913,2569,0,0,23485839,154860,9998260,12563
27833,A30212010,201511,30973690,21556,14094080,3080,0,0,28374931,165501,9836980,11935
27834,A30212010,201512,63058247,34428,17430953,3719,0,0,28976523,168753,10448010,12721
27835,A30212010,201601,81711769,42565,15764841,3719,0,0,31958371,176547,9461500,11812
27836,A30212010,201602,63024764,32294,16072496,3886,0,0,31851742,176676,10695850,11636
27837,A30212010,201603,38079532,20411,15119328,4172,0,0,24633455,163334,10599280,12587
27838,A30212010,201604,12342670,3717,13626240,3760,0,0,25378566,162541,10343500,11829
27839,A30212010,201605,5106130,532,12158150,3331,0,0,23454058,153961,10190380,11775
27840,A30212010,201606,3659679,0,8034421,3161,0,0,24771715,166722,11471890,13216
27841,A30212010,201607,3659679,0,6208861,2605,0,0,29683773,169879,11252650,12979
27842,A30212010,201608,3659679,0,4637621,2409,0,0,62757992,267677,13728340,15164
27843,A30212010,201609,3659679,0,5669861,1830,0,0,6605851,174603,10458340,11528
27844,A30212010,201610,7530930,3424,8875680,2706,0,0,23034439,152630,10878550,13026
27845,A30212010,201611,31842140,21236,11440000,2860,0,0,27526702,163988,10137310,11164
27846,A30212010,201612,48531560,33564,16513200,3753,0,0,26473581,165038,11296150,13092
27847,A30212010,201701,60709990,40038,16275600,3699,0,0,27993881,174588,10513150,11902
27848,A30212010,201702,47572050,31659,16036000,4220,0,0,27706747,172216,12062070,12705
27849,A30212010,201703,38029916,19996,12382974,3582,0,0,20122818,147574,10379620,10967
27850,A30212010,201704,8521000,5448,19532300,5279,0,0,23946523,160678,16726570,17476
27851,A30212010,201705,3959181,407,10237000,3530,0,0,21793604,150858,12375570,13094
27852,A30212010,201706,3659678,0,8899242,2741,0,0,22436426,153119,11610820,12149
27853,A30212010,201707,3659678,0,5674702,2179,0,0,29559625,190147,11902470,12612
27854,A30212010,201708,3659678,0,5287942,2301,0,0,34311560,221641,13213060,13891
27855,A30212010,201709,3659678,0,6140332,2468,0,0,22864854,158317,11917670,12484
27856,A30212010,201710,8041478,3993,9256352,2666,0,0,21352414,149133,10993320,11517
27857,A30212010,201711,13432639,25421,31947684,3628,0,0,23544076,157110,12442070,12946
27858,A30212010,201712,61465339,44049,14344000,3586,0,0,24794142,160602,10880270,11268
27859,A30212010,201801,67409242,47098,17561200,4084,0,0,27011161,170022,11952820,12325
27860,A30212010,201802,54835626,36557,15968400,3802,0,0,27093427,170281,12373020,11027
27861,A30212010,201803,31359057,18378,14893200,3546,0,0,20832033,143693,10593020,10976
27862,A30212010,201804,13778880,7023,14725200,3506,0,0,22933740,153981,11765020,11448
27863,A30212010,201805,5103580,1165,12819600,3561,0,0,21239208,147897,12750020,12581
27864,A30212010,201806,3659678,0,8696732,2915,0,0,22127166,152426,12646020,12557
27865,A30212010,201807,3659678,0,6574172,2126,0,0,30576868,192703,11883020,11917
27866,A30212010,201808,3659678,0,5040222,1831,0,0,43067796,302535,13917440,13661
27867,A30212010,201809,3659678,0,6597712,2354,0,0,24192388,167509,13351020,12914
27868,A30212010,201810,10758410,7244,11559600,3042,0,0,20799477,146720,12498020,12503
27869,A30212010,201811,16441615,19984,23260592,3199,0,0,23722194,156860,11136020,11150
27870,A30212010,201812,57149166,39601,14555000,3550,0,0,24861451,160935,11682020,11378
27871,A30212010,201901,58498004,41420,17056200,4061,0,0,26956280,171045,12929020,12360
27872,A30212010,201902,46290164,31279,16010400,3812,0,0,26192228,167294,11281020,11445
27873,A30212010,201903,33297275,19391,14888020,3667,0,0,20623814,143735,11466020,11407
27874,A30212010,201904,17845956,9804,15148000,3787,0,0,23175098,155766,12443020,12394
27875,A30212010,201905,5007140,1068,12975000,3460,0,0,21228641,147408,12013020,12079
27876,A30212010,201906,3659678,0,9517002,2901,0,0,22014041,151471,11550020,11582
27877,A30212010,201907,3659678,0,7669882,2719,0,0,20094716,162077,13362020,13326
27878,A30212010,201908,3659678,0,6133182,2145,0,0,40983890,261804,12711020,12995
27879,A30212010,201909,3659678,0,6742472,2190,0,0,23009189,168009,11394020,11512
27880,A30212010,201910,7810130,3573,9715200,2944,0,0,20934132,146551,12432020,12736
27881,A30212010,201911,28622560,22018,11274400,3316,0,0,23166940,154810,12084020,12005
27882,A30212010,201912,55479186,34553,13679400,3257,0,0,23841912,156934,11404020,10800
27883,A30212010,202001,53195035,33682,18442200,4391,0,0,26611726,169621,13624340,13637
27884,A30212010,202002,46844252,27710,16384200,3901,0,0,26814897,170623,11718020,11813
27885,A30212010,202003,33554753,17046,16170000,3850,0,0,24886455,165279,11874020,11950
27886,A30212010,202004,19359563,10811,18307800,4359,0,0,25879903,170885,14119020,13936
27887,A30212010,202005,5315440,1132,14558700,3733,0,0,23604221,160467,12210020,12802
27888,A30212010,202006,3659678,0,9829402,3447,0,0,25811148,171163,14996630,14164
27889,A30212010,202007,3659678,0,7987122,2940,0,0,21943555,173188,13313020,13519
27890,A30212010,202008,3659678,0,6495522,2339,0,0,31816830,230528,12283020,12537
27891,A30212010,202009,3659678,0,7182142,2862,0,0,31271470,214741,14187560,14121
27892,A30212010,202010,11472684,6427,10614742,3314,0,0,22728215,156504,13131020,13184
27893,A30212010,202011,29811544,19637,11515000,3290,0,0,25129228,165798,11231020,11528
27894,A30212010,202012,58434438,38353,17245200,4106,0,0,26661126,172929,13367020,13300
27895,A30212010,202101,67859782,42760,18173400,4327,0,0,28638806,184355,12840020,12878
27896,A30212010,202102,43841241,25847,16791500,3905,0,0,27292210,177869,11329020,11614
27897,A30212010,202103,26838939,14363,18018000,4095,0,0,21558293,152546,12806020,12860
27898,A30212010,202104,11187110,5692,15708000,3740,0,0,23692414,163034,11897020,12131
27899,A30212010,202105,5548690,1744,13714400,3472,0,0,22344471,156647,11734020,11818
27900,A30212010,202106,3659678,0,9313062,3303,0,0,24444598,168964,14279940,14057
27901,A30212010,202107,3659678,0,6905932,2316,0,0,28926843,210503,12944020,13338
27902,A30212010,202108,3659678,0,5927262,1871,0,0,42202553,274159,12086020,12351
27903,A30212010,202109,3659678,0,7308422,2716,0,0,23873078,175378,14273980,14304
27904,A30212010,202110,12232082,6116,8358832,2806,0,0,23230775,157546,12097020,12262
27905,A30212010,202111,29847759,18583,10631800,3127,0,0,25202588,164911,11127020,11252
27906,A30212010,202112,56065223,33802,15184000,3796,0,0,25881391,167557,13895520,13497
27907,A30212010,202201,65733161,39670,15411900,3759,0,0,28070579,176701,11325020,11453
27908,A30212010,202202,54721177,32947,16125000,3750,0,0,27862972,175188,11115020,11181
27909,A30212010,202203,31381155,11018,17857900,3910,0,0,23054352,142913,12810020,12602
27910,A30212010,202204,12460470,5235,15615600,3549,0,0,25554750,162382,11632020,11809
27911,A30212010,202205,6013040,1693,12452000,3113,0,0,23274332,150196,10794020,10913
27912,A30212010,202206,3659678,0,8768122,3068,0,0,25185909,158316,13426170,13607
27913,A30212010,202207,3659907,0,6678443,1932,0,0,37551244,232158,11647020,12019
27914,A30212010,202208,3659907,0,6200823,2029,0,0,40005523,255078,13232020,13477
27915,A30212010,202209,3659907,0,7524783,2277,0,0,26996317,175027,11844020,12095
27916,A30212010,202210,13758615,4734,10621000,2470,0,0,25179261,147185,10837020,10828
27917,A30212010,202211,31111513,12387,14161500,3147,0,0,28514554,158835,12271020,12297
27918,A30212010,202212,91225682,40868,15705000,3490,0,0,29883963,163908,11627020,11579
27919,A30212010,202301,86231938,35094,16017600,3408,0,0,34031809,172430,10785020,10733
27920,A30212010,202302,59001516,24615,15660400,3332,0,0,33750378,166182,10404020,10133
27921,A30212010,202303,28953055,11018,18768000,3910,0,0,26989139,142913,12765020,12602
27922,A30212010,202304,16121350,4616,15425000,3085,0,0,29725662,151383,10642020,10908
27923,A30212010,202305,5053240,985,14481000,3218,0,0,28395829,146818,12009020,11901
27924,A30212010,202306,3659907,0,9968763,2516,0,0,32089301,156640,12670020,11828
27925,A30212010,202307,3659907,0,10224293,2025,0,0,38460121,199917,12424720,11586
27926,A30212010,202308,3659907,0,8970843,2055,0,0,58278466,271521,14170420,13149
27927,A30212010,202309,3659907,0,9695853,1854,0,0,38968856,200237,11652520,10940
27928,A30212010,202310,11158540,2953,12680000,2536,0,0,29515375,145641,12657920,11530
27929,A30212010,202311,48012140,16525,15840000,3168,0,0,32242658,154240,13398220,12435
27930,A30212010,202312,91340365,29417,11259100,3043,0,0,33385548,155896,11630520,10383
27931,A30212011,201401,78769370,48937,12918400,4037,0,0,30438980,169502,10700470,11795
27932,A30212011,201402,62141300,36441,12816000,4005,0,0,31388024,168316,9968470,11126
27933,A30212011,201403,45354090,24188,11548800,3609,0,0,25210462,145253,8871310,10214
27934,A30212011,201404,16571506,6810,11395200,3561,0,0,27979912,157300,9423590,10713
27935,A30212011,201405,7125550,1803,11731200,3666,0,0,25464264,150140,11178110,12042
27936,A30212011,201406,3598252,0,9228800,2884,0,0,26756309,159127,11786270,12260
27937,A30212011,201407,3598252,0,7644800,2389,0,0,28868831,165836,12798870,13044
27938,A30212011,201408,3598252,0,5500800,1719,0,0,33829680,179114,11359270,11993
27939,A30212011,201409,3598252,0,6908800,2159,0,0,27420380,162229,11298270,12334
27940,A30212011,201410,10915092,3915,8518400,2662,0,0,24811243,150201,12262070,12598
27941,A30212011,201411,38028241,21361,9446400,2952,0,0,29005823,160716,10131250,11308
27942,A30212011,201412,82649693,49327,13296000,3324,0,0,30575920,164049,9845030,11065
27943,A30212011,201501,74786387,45088,16088000,4022,0,0,32526366,169197,10687610,11794
27944,A30212011,201502,59660331,34953,15652000,3913,0,0,32048734,167755,10034690,11180
27945,A30212011,201503,44464747,24125,14496000,3624,0,0,25036798,144834,9242290,10508
27946,A30212011,201504,20538120,11084,15816000,3954,0,0,28132251,157050,10752110,11835
27947,A30212011,201505,4277151,476,13072000,3268,0,0,24876821,147701,9652460,10884
27948,A30212011,201506,3598252,0,11464000,2866,0,0,27070198,158415,10582920,11720
27949,A30212011,201507,3598252,0,10744000,2686,0,0,24898581,157708,12327970,13163
27950,A30212011,201508,3598252,0,8272000,2068,0,0,42469330,205740,11670350,12658
27951,A30212011,201509,3598252,0,1678750,1982,0,0,18500256,155088,5277610,11788
27952,A30212011,201510,7416440,2262,10696000,2674,0,0,24225436,147289,11996380,12940
27953,A30212011,201511,31692880,17018,11692000,2923,0,0,27735941,158205,10419930,11557
27954,A30212011,201512,60953320,33233,14212000,3553,0,0,28978319,160051,10803110,11899
27955,A30212011,201601,76858100,42710,14212000,3553,0,0,31168980,164945,9442190,10719
27956,A30212011,201602,58665500,33313,15832000,3958,0,0,31556533,166621,10562870,11170
27957,A30212011,201603,33658630,21000,16648000,4162,0,0,25624732,148387,7426613,11762
27958,A30212011,201604,9273286,4458,13864000,3466,0,0,25979482,151401,9454510,10652
27959,A30212011,201605,2104372,486,11883460,3238,0,0,22980010,142920,9668091,11080
27960,A30212011,201606,3598252,29044,7335120,2819,0,0,25049706,151440,10681760,11754
27961,A30212011,201607,3598252,0,5847040,2284,0,0,28699058,163595,10348760,11919
27962,A30212011,201608,3598252,0,4386050,1871,0,0,57673295,244065,10804070,11987
27963,A30212011,201609,3598252,0,5607000,1869,0,0,6820501,161253,10860380,12562
27964,A30212011,201610,7590190,3708,9056000,2264,0,0,22848840,141643,9887425,11443
27965,A30212011,201611,30419030,20441,12060000,3015,0,0,26293211,152477,11081754,12072
27966,A30212011,201612,50787269,32080,11872000,2968,0,0,24876832,154583,8909051,10155
27967,A30212011,201701,61194240,37805,14132000,3533,0,0,26356587,161684,9757407,11063
27968,A30212011,201702,46540260,30701,15760000,3940,0,0,7417051,73050,11140954,11621
27969,A30212011,201703,34908630,21770,13484000,3371,0,0,21996375,141643,9487390,9970
27970,A30212011,201704,13061310,6944,12422500,4969,0,0,23457325,150845,15194945,15969
27971,A30212011,201705,3921352,373,12368000,3092,0,0,21071076,145550,11256633,11795
27972,A30212011,201706,3598252,0,7986580,2372,0,0,21309528,139611,10401179,11039
27973,A30212011,201707,824062,0,5586200,1802,0,0,22117090,150080,10501105,11358
27974,A30212011,201708,3598252,0,5135940,1752,0,0,38907796,209495,11955997,12338
27975,A30212011,201709,3598252,0,6942580,2029,0,0,25102013,173928,10484216,10943
27976,A30212011,201710,8719114,3268,9376000,2344,0,0,20355152,139237,10274082,10739
27977,A30212011,201711,33793740,20151,12264000,3066,0,0,21810326,144865,11241107,11551
27978,A30212011,201712,65986885,29987,13272000,3318,0,0,23421435,150654,10323470,10739
27979,A30212011,201801,72152432,38514,15380000,3845,0,0,25553232,160104,10981636,11361
27980,A30212011,201802,56814228,36992,14344000,3586,0,0,26612568,163166,10156272,10067
27981,A30212011,201803,30948925,22228,14320000,3580,0,0,22765305,145277,10719276,10617
27982,A30212011,201804,14420318,9275,13056000,3264,0,0,23765048,151226,10409241,10248
27983,A30212011,201805,5224490,1593,12084450,3385,0,0,21690255,142788,12451778,12062
27984,A30212011,201806,3598252,0,8164270,2504,0,0,22126143,145720,11072311,10971
27985,A30212011,201807,3598252,0,4723800,2015,0,0,22542016,151006,11221315,11277
27986,A30212011,201808,3598252,0,4114280,1931,0,0,47078916,248968,13286068,12665
27987,A30212011,201809,3598252,0,5994990,2364,0,0,21644530,221423,11239260,11314
27988,A30212011,201810,11757800,7991,9277720,2934,0,0,20261651,139797,10795297,10786
27989,A30212011,201811,26173650,17817,13304000,3326,0,0,22326800,146997,11086261,10953
27990,A30212011,201812,56727373,37541,14116000,3529,0,0,23062116,151053,11062296,10407
27991,A30212011,201901,57777983,34118,16244000,4061,0,0,26238578,163855,14044530,11254
27992,A30212011,201902,46388246,25956,15036000,3759,0,0,26183729,164930,11824910,10242
27993,A30212011,201903,30968362,17143,15516000,3879,0,0,22150104,145285,11655810,10740
27994,A30212011,201904,16079523,9316,14492000,3623,0,0,23935583,153553,9687261,10454
27995,A30212011,201905,4686060,834,11755310,3783,0,0,21710952,144226,12441482,12176
27996,A30212011,201906,3598252,0,8110560,2928,0,0,21246429,143907,10444274,10846
27997,A30212011,201907,3598252,0,6014410,2831,0,0,20789881,145655,12734865,12775
27998,A30212011,201908,3598252,0,4777180,2062,0,0,26708325,201221,11324269,11621
27999,A30212011,201909,3598252,0,5535200,2299,0,0,29048615,206310,10572030,10955
28000,A30212011,201910,5459328,2761,11436000,2859,0,0,21955036,149069,11068236,11424
28001,A30212011,201911,28419076,15319,11932000,2983,0,0,21349562,144858,10048270,10191
28002,A30212011,201912,54916965,29508,14108000,3527,0,0,22334997,148221,10214220,10475
28003,A30212011,202001,55702028,30362,15972000,3993,0,0,25069247,157787,11271309,11471
28004,A30212011,202002,46073348,24897,16656000,4164,0,0,25616725,160759,11257295,11450
28005,A30212011,202003,33773811,16741,15608000,3902,0,0,23987951,153187,10650232,10939
28006,A30212011,202004,19172140,10987,17708000,4427,0,0,25559257,162364,12513205,12459
28007,A30212011,202005,4398252,800,14818610,3871,0,0,23227216,152478,11610326,11804
28008,A30212011,202006,3598252,0,8433960,3518,0,0,22922490,152612,12493861,12537
28009,A30212011,202007,3598252,7132,6220350,3005,0,0,23517898,160434,11476219,11923
28010,A30212011,202008,3598252,0,5403770,2728,0,0,22809785,176808,12201848,12394
28011,A30212011,202009,3598252,0,6099740,2881,0,0,40415502,244456,12392507,12435
28012,A30212011,202010,9180040,4986,13024000,3256,0,0,22445796,151385,11413641,11848
28013,A30212011,202011,27593723,15980,14164000,3541,0,0,23039373,151896,11251279,11556
28014,A30212011,202012,62432040,33168,14740000,3685,0,0,24006847,154249,10514420,10860
28015,A30212011,202101,69409889,35450,17524000,4381,0,0,26880686,171927,11880781,12057
28016,A30212011,202102,44498350,21187,16352000,4088,0,0,26711752,169450,10755270,11043
28017,A30212011,202103,30419870,13435,14748000,3687,0,0,22068647,148015,10383070,10426
28018,A30212011,202104,10888460,5420,16324000,4081,0,0,23919764,156915,11952800,12126
28019,A30212011,202105,5694880,1937,13996000,3499,0,0,21933522,147594,10978070,11314
28020,A30212011,202106,3594240,0,7525440,3216,0,0,22581794,152618,12743990,12545
28021,A30212011,202107,3598252,0,5455210,2376,0,0,23152907,161440,11747180,12126
28022,A30212011,202108,3598252,0,4664370,2105,0,0,44167974,265070,11899160,12151
28023,A30212011,202109,3598252,0,6022160,2691,0,0,27479936,201652,12623730,12691
28024,A30212011,202110,10091884,5031,11136000,2784,0,0,23128363,154306,10694070,11256
28025,A30212011,202111,27150240,23081010,14032000,14032000,0,0,23469249,22965770,11492820,13346910
28026,A30212011,202112,57991250,31296,14540000,3635,0,0,23672188,153000,10446070,10930
28027,A30212011,202201,64069950,32520,18248000,4562,0,0,26046701,164094,11473450,11531
28028,A30212011,202202,56254483,28631,14076000,3519,0,0,26968216,166505,10105070,10259
28029,A30212011,202203,32283280,15310,16452000,4113,0,0,23081363,148335,10615070,11346
28030,A30212011,202204,12966300,5310,15340000,3835,0,0,25078552,157928,9912070,10162
28031,A30212011,202205,4498460,901,12673310,3305,0,0,23011004,142688,10519070,11062
28032,A30212011,202206,3597720,0,7318020,2855,0,0,23132504,143829,10673070,11532
28033,A30212011,202207,3596910,0,5246980,2009,0,0,29702145,181000,10670070,11588
28034,A30212011,202208,3596810,0,4928630,1843,0,0,39925909,232042,10863070,11639
28035,A30212011,202209,3596880,0,6445350,2410,0,0,32674907,208726,10874070,11617
28036,A30212011,202210,15145020,4034,10736000,2684,0,0,24856228,149286,9924070,10679
28037,A30212011,202211,30718402,10963,14374800,3267,0,0,25408583,142736,10759070,11305
28038,A30212011,202212,93338591,33974,14889600,3384,0,0,26283024,147343,9344070,9951
28039,A30212011,202301,84936139,30022,16737600,3804,0,0,29688324,158454,10013070,10637
28040,A30212011,202302,57866600,19331,16772800,3812,0,0,32408675,159364,10106070,10506
28041,A30212011,202303,31832528,8894,15206400,3456,0,0,27169474,138183,8993070,9919
28042,A30212011,202304,16420322,3879,15206400,3456,0,0,28758842,144119,9914070,10513
28043,A30212011,202305,7803730,551,12922800,2937,0,0,26817048,138028,9337070,10097
28044,A30212011,202306,3597210,0,8359680,2688,0,0,28601061,141335,11963970,11570
28045,A30212011,202307,3598252,0,8663778,2018,0,0,33101043,163892,10925570,10728
28046,A30212011,202308,3598252,0,7656068,1972,0,0,46519557,225138,12070670,11814
28047,A30212011,202309,3598252,0,8405718,1995,0,0,50506653,234844,10522970,10518
28048,A30212011,202310,12609290,2014,12060400,2741,0,0,32029488,156582,11441470,11103
28049,A30212011,202311,50905550,13252,13798400,3136,0,0,28957066,139276,11580070,11079
28050,A30212011,202312,89907888,22486,14216400,3231,0,0,30535766,146412,10415170,9798
28051,A30212012,201401,0,0,0,0,0,0,2127410,0,5957620,0
28052,A30212012,201402,0,0,0,0,0,0,2326500,0,-402240,0
28053,A30212012,201403,0,0,0,0,0,0,1135320,0,-424030,0
28054,A30212012,201404,0,0,0,0,0,0,1533250,0,-404440,0
28055,A30212012,201405,0,0,0,0,0,0,954980,0,-341460,0
28056,A30212012,201406,0,0,0,0,0,0,1050860,0,-479260,0
28057,A30212012,201407,0,0,0,0,0,0,1317270,0,-519230,0
28058,A30212012,201408,0,0,0,0,0,0,-22100,0,-571260,0
28059,A30212012,201409,0,0,0,0,0,0,700360,0,-402720,0
28060,A30212012,201410,0,0,0,0,0,0,710890,0,-487360,0
28061,A30212012,201411,0,0,0,0,0,0,13425970,0,5704780,0
28062,A30212012,201412,0,0,0,0,0,0,16494260,0,5538960,0
28063,A30212012,201501,0,0,0,0,0,0,16702900,0,5249340,0
28064,A30212012,201502,0,0,0,0,0,0,16337250,0,5458500,0
28065,A30212012,201503,0,0,0,0,0,0,11092930,0,4773730,0
28066,A30212012,201504,0,0,0,0,0,0,11649090,0,5344260,0
28067,A30212012,201505,0,0,0,0,0,0,10332230,0,5245980,0
28068,A30212012,201506,0,0,0,0,0,0,10937860,0,5729320,0
28069,A30212012,201507,0,0,0,0,0,0,10884160,0,5849440,0
28070,A30212012,201508,0,0,0,0,0,0,15234230,0,6035580,0
28071,A30212012,201509,0,0,0,0,0,0,12153920,0,6104280,0
28072,A30212012,201510,0,0,0,0,0,0,10154540,0,5730140,0
28073,A30212012,201511,0,0,0,0,0,0,11426760,0,5614220,0
