ENER_NO,COMPLEXCODE,ENER_DT,HEAT_AMOUNT,HEAT_USAGE,WATERHOT_AMOUNT,WATERHOT_USAGE,GAS_AMOUNT,GAS_USAGE,ELEC_AMOUNT,ELEC_USAGE,WATER_AMOUNT,WATER_USAGE
4666,A10025493,202001,11798290,122,8776870,1511,0,0,6890770,56831,3425390,3516
4667,A10025493,202002,9716160,99,8612800,1547,0,0,6450770,55326,4076960,3439
4668,A10025493,202003,6743920,59,8241800,1688,0,0,6483930,59488,3374810,3682
4669,A10025493,202004,4026630,31,7440100,1575,0,0,5839390,55153,3454810,3723
4670,A10025493,202005,1480390,2,5884000,1463,0,0,6227470,56964,4172240,3653
4671,A10025493,202006,1175770,0,4791400,1320,0,0,7395210,68269,4330390,3966
4672,A10025493,202007,1146120,0,4073600,1298,0,0,8477310,72869,4519100,3846
4673,A10025493,202008,1158820,0,3113800,1181,0,0,11663890,101311,4546240,4019
4674,A10025493,202009,1260210,0,3233400,1223,0,0,7129980,65797,4047680,4125
4675,A10025493,202010,3021540,18,4171000,1409,0,0,6473870,59131,3840240,3767
4676,A10025493,202011,6994100,61,5215500,1503,0,0,6753140,59630,3871530,3791
4677,A10025493,202012,16017307,143,6989040,1710,0,0,7439200,66173,4039530,3865
4678,A10025493,202101,17562380,159,7170900,1741,0,0,8276880,67173,4687390,3876
4679,A10025493,202102,11773780,98,6086200,1481,0,0,6526060,56759,3912810,3632
4680,A10025493,202103,7401390,51,6917650,1644,0,0,6521940,62185,3392110,3606
4681,A10025493,202104,3309410,14,6461200,1535,0,0,5951140,58491,4068830,3792
4682,A10025493,202105,2246370,4,5656800,1485,0,0,6364890,61725,3699680,3788
4683,A10025493,202106,1180990,0,4749000,1352,0,0,6885760,67904,3911830,3869
4684,A10025493,202107,1163820,0,3606000,1238,0,0,10642700,99711,4042960,3654
4685,A10025493,202108,1149970,0,2696400,1166,0,0,9971700,91729,3900830,4059
4686,A10025493,202109,1135780,0,2671100,1156,0,0,7406390,65115,3545830,3741
4687,A10025493,202110,2765690,18,3528100,1347,0,0,7231490,62913,3941680,3736
4688,A10025493,202111,6389670,59,4801600,1475,0,0,7027870,59680,3657110,3707
4689,A10025493,202112,12996980,131,5804810,1687,0,0,8022150,64896,3491250,3731
4690,A10025493,202201,15936230,152,6166800,1680,0,0,8454210,64770,4016680,3719
4691,A10025493,202202,14328590,130,5645400,1480,0,0,7662610,59554,3566970,3502
4692,A10025493,202203,8127720,64,6280000,1647,0,0,7214640,63131,3409530,3523
4693,A10025493,202204,3745720,17,5750800,1457,0,0,6546000,55982,3989970,3556
4694,A10025493,202205,1705870,3,4865200,1414,0,0,6575840,56680,3124970,3379
4695,A10025493,202206,1316930,0,3544300,1297,0,0,8320250,67588,3564820,3370
4696,A10025493,202207,1216050,0,2978800,1225,0,0,11769710,93685,3298820,3504
4697,A10025493,202208,1193780,0,2774800,1143,0,0,11399490,88863,3447530,3468
4698,A10025493,202209,1245210,0,2564200,1152,0,0,8376460,61506,3332970,3359
4699,A10025493,202210,3696530,17,3813700,1276,0,0,8312700,54768,3206100,3214
4700,A10025493,202211,7520940,48,4276000,1235,0,0,8231570,52421,3424680,3037
4701,A10025493,202212,19576424,150,5084570,1326,0,0,9863840,57266,3107970,2976
4702,A10025493,202301,18557180,135,4817320,1251,0,0,10758540,55589,2726790,2801
4703,A10025493,202302,14324100,91,5106000,1191,0,0,9172150,50376,2850890,2812
4704,A10025493,202303,5307905,35,5536800,1384,0,0,9050620,54737,2851320,3027
4705,A10025493,202304,4433160,11,5668800,1305,0,0,8638940,52250,3461680,3154
4706,A10025493,202305,2799060,2,5038000,1253,0,0,9284810,54731,2926320,3002
4707,A10025493,202306,1425330,0,4235600,1103,0,0,10518100,63853,3563840,3165
4708,A10025493,202307,1495010,0,3723500,1053,0,0,14010870,86314,3490980,3188
4709,A10025493,202308,1462450,0,2858900,912,0,0,15184400,96293,3527700,3297
4710,A10025493,202309,1517120,0,2927100,935,0,0,11671500,67537,3250670,3255
4711,A10025493,202310,3242290,7,3917200,1117,0,0,9819060,53543,3522610,3114
4712,A10025493,202311,9896900,57,5382800,1254,0,0,10093970,54695,3679390,3284
4713,A10025493,202312,17972470,112,6224390,1352,0,0,11692140,61779,3360980,3176
4714,A10025619,201401,0,0,0,0,0,0,0,0,0,0
4715,A10025619,201402,0,0,0,0,0,0,0,0,0,0
4716,A10025619,201403,0,0,0,0,0,0,0,0,0,0
4717,A10025619,201404,0,0,0,0,0,0,0,0,0,0
4718,A10025619,201405,0,0,0,0,0,0,0,0,0,0
4719,A10025619,201406,0,0,0,0,0,0,0,0,0,0
4720,A10025619,201407,0,0,0,0,0,0,0,0,0,0
4721,A10025619,201408,0,0,0,0,0,0,0,0,0,0
4722,A10025619,201409,0,0,0,0,0,0,0,0,0,0
4723,A10025619,201410,0,0,0,0,0,0,0,0,0,0
4724,A10025619,201411,0,0,0,0,0,0,0,0,0,0
4725,A10025619,201412,0,0,0,0,0,0,0,0,0,0
4726,A10025619,201501,0,0,0,0,0,0,0,0,0,0
4727,A10025619,201502,0,0,0,0,0,0,0,0,0,0
4728,A10025619,201503,0,0,0,0,0,0,0,0,0,0
4729,A10025619,201504,0,0,0,0,0,0,0,0,0,0
4730,A10025619,201505,0,0,0,0,0,0,0,0,0,0
4731,A10025619,201506,0,0,0,0,0,0,0,0,0,0
4732,A10025619,201507,0,0,0,0,0,0,0,0,0,0
4733,A10025619,201508,0,0,0,0,0,0,0,0,0,0
4734,A10025619,201509,0,0,0,0,0,0,0,0,0,0
4735,A10025619,201510,0,0,0,0,0,0,0,0,0,0
4736,A10025619,201511,0,0,0,0,0,0,0,0,0,0
4737,A10025619,201512,0,0,0,0,0,0,0,0,0,0
4738,A10025619,201601,0,0,0,0,0,0,0,0,0,0
4739,A10025619,201602,0,0,0,0,0,0,0,0,0,0
4740,A10025619,201603,0,0,0,0,0,0,0,0,0,0
4741,A10025619,201604,0,0,0,0,0,0,0,0,0,0
4742,A10025619,201605,0,0,0,0,0,0,0,0,0,0
4743,A10025619,201606,0,0,0,0,0,0,0,0,0,0
4744,A10025619,201607,0,0,0,0,0,0,0,0,0,0
4745,A10025619,201608,0,0,0,0,0,0,0,0,0,0
4746,A10025619,201609,0,0,0,0,0,0,0,0,0,0
4747,A10025619,201610,0,0,0,0,0,0,0,0,0,0
4748,A10025619,201611,0,0,0,0,0,0,0,0,0,0
4749,A10025619,201612,0,0,0,0,0,0,0,0,0,0
4750,A10025619,201701,0,0,0,0,0,0,0,0,0,0
4751,A10025619,201702,0,0,0,0,0,0,0,0,0,0
4752,A10025619,201703,0,0,0,0,0,0,0,0,0,0
4753,A10025619,201704,0,0,0,0,0,0,0,0,0,0
4754,A10025619,201705,0,0,0,0,0,0,0,0,0,0
4755,A10025619,201706,0,0,0,0,0,0,0,0,0,0
4756,A10025619,201707,0,0,0,0,0,0,0,0,0,0
4757,A10025619,201708,0,0,0,0,0,0,0,0,0,0
4758,A10025619,201709,0,0,0,0,0,0,0,0,0,0
4759,A10025619,201710,0,0,0,0,0,0,0,0,0,0
4760,A10025619,201711,0,0,0,0,0,0,0,0,0,0
4761,A10025619,201712,0,0,0,0,0,0,0,0,0,0
4762,A10025619,201801,0,0,0,0,0,0,0,0,0,0
4763,A10025619,201802,0,0,0,0,0,0,0,0,0,0
4764,A10025619,201803,0,0,0,0,0,0,0,0,0,0
4765,A10025619,201804,0,0,0,0,0,0,0,0,0,0
4766,A10025619,201805,0,0,0,0,0,0,0,0,0,0
4767,A10025619,201806,0,0,0,0,0,0,0,0,0,0
4768,A10025619,201807,0,0,0,0,0,0,0,0,0,0
4769,A10025619,201808,0,0,0,0,0,0,0,0,0,0
4770,A10025619,201809,0,0,0,0,0,0,0,0,0,0
4771,A10025619,201810,0,0,0,0,0,0,0,0,0,0
4772,A10025619,201811,0,0,0,0,0,0,0,0,0,0
4773,A10025619,201812,0,0,0,0,0,0,0,0,0,0
4774,A10025619,201901,0,0,0,0,0,0,0,0,0,0
4775,A10025619,201902,0,0,0,0,0,0,0,0,0,0
4776,A10025619,201903,0,0,0,0,0,0,3811050,27022,0,0
4777,A10025619,201904,0,0,0,0,0,0,6794630,54547,799150,918
4778,A10025619,201905,0,0,0,0,0,0,8146520,65867,2198680,2325
4779,A10025619,201906,0,0,0,0,0,0,9276400,70034,3027880,2897
4780,A10025619,201907,0,0,0,0,0,0,9563580,70059,3269470,3207
4781,A10025619,201908,0,0,0,0,0,0,16293870,109653,3479020,3561
4782,A10025619,201909,0,0,0,0,0,0,10321495,82120,3928410,4051
4783,A10025619,201910,0,0,0,0,0,0,8605248,82120,3770410,3631
4784,A10025619,201911,0,0,0,0,0,0,10187394,81868,3512410,3550
4785,A10025619,201912,0,0,0,0,0,0,11104746,84777,3505410,3472
4786,A10025619,202001,0,0,0,0,0,0,12326819,84921,3247580,3263
4787,A10025619,202002,0,0,0,0,0,0,11275648,90678,3472410,3408
4788,A10025619,202003,0,0,0,0,0,0,10421859,90349,3473410,3281
4789,A10025619,202004,0,0,0,0,0,0,10694913,85247,3567410,3670
4790,A10025619,202005,0,0,0,0,0,0,9813083,57971,3778410,3575
4791,A10025619,202006,0,0,0,0,0,0,10165720,83850,3892420,3682
4792,A10025619,202007,0,0,0,0,0,0,8842008,84235,3841450,3737
4793,A10025619,202008,0,0,0,0,0,0,12023159,105573,3858470,3832
4794,A10025619,202009,0,0,0,0,0,0,13759170,78183,3855410,3868
4795,A10025619,202010,0,0,0,0,0,0,9615545,80822,3993410,3796
4796,A10025619,202011,0,0,0,0,0,0,10576481,80915,3770410,3623
4797,A10025619,202012,0,0,0,0,0,0,11370318,65609,3692230,3716
4798,A10025619,202101,0,0,0,0,0,0,12577792,99731,3698270,3741
4799,A10025619,202102,0,0,0,0,0,0,12004189,95924,3769250,3702
4800,A10025619,202103,0,0,0,0,0,0,9760192,82513,3556210,3350
4801,A10025619,202104,0,0,0,0,0,0,10447939,87319,3753210,3705
4802,A10025619,202105,0,0,0,0,0,0,9311240,80510,3603210,3495
4803,A10025619,202106,0,0,0,0,0,0,9956019,84304,3708210,3643
4804,A10025619,202107,0,0,0,0,0,0,10783321,95999,3754210,3716
4805,A10025619,202108,0,0,0,0,0,0,16586584,120331,3990270,3981
4806,A10025619,202109,0,0,0,0,0,0,10316384,90936,4133210,3913
4807,A10025619,202110,0,0,0,0,0,0,10269616,8538119,3659650,3658930
4808,A10025619,202111,0,0,0,0,0,0,11004318,9086855,4066210,3938701
4809,A10025619,202112,0,0,0,0,0,0,11533107,90821,3447210,3525
4810,A10025619,202201,0,0,0,0,0,0,12805181,98065,3502290,3566
4811,A10025619,202202,0,0,0,0,0,0,12719600,97761,3602210,3557
4812,A10025619,202203,0,0,0,0,0,0,10582508,62061,3245210,3134
4813,A10025619,202204,0,0,0,0,0,0,11509085,88869,3558270,3555
4814,A10025619,202205,0,0,0,0,0,0,10408037,80689,3575210,3427
4815,A10025619,202206,0,0,0,0,0,0,10758946,82956,3686210,3609
4816,A10025619,202207,0,0,0,0,0,0,15558760,89381,3652210,3602
4817,A10025619,202208,0,0,0,0,0,0,17525098,118711,3831360,3779
4818,A10025619,202209,0,0,0,0,0,0,12289076,94088,3843250,3761
4819,A10025619,202210,0,0,0,0,0,0,11136806,80573,3584260,3560
4820,A10025619,202211,0,0,0,0,0,0,12451791,86682,3646230,3537
4821,A10025619,202212,0,0,0,0,0,0,13375047,91163,3465290,3445
4822,A10025619,202301,0,0,0,0,0,0,15264395,93679,3490350,3441
4823,A10025619,202302,0,0,0,0,0,0,15648515,95806,3540260,3455
4824,A10025619,202303,0,0,0,0,0,0,12633694,88177,3202210,3179
4825,A10025619,202304,0,0,0,0,0,0,13427376,84936,3367490,3435
4826,A10025619,202305,0,0,0,0,0,0,12622201,80341,3379330,3321
4827,A10025619,202306,0,0,0,0,0,0,14003692,84381,3694270,3568
4828,A10025619,202307,0,0,0,0,0,0,15964967,99049,3867840,3565
4829,A10025619,202308,0,0,0,0,0,0,22989115,125043,4021820,3684
4830,A10025619,202309,0,0,0,0,0,0,18800798,105850,4093310,3741
4831,A10025619,202310,0,0,0,0,0,0,13816075,83137,4009710,3635
4832,A10025619,202311,0,0,0,0,0,0,14735437,87271,3879910,3517
4833,A10025619,202312,0,0,0,0,0,0,15690230,91510,3768810,3416
4834,A10025623,201401,0,0,0,0,0,0,0,0,0,0
4835,A10025623,201402,0,0,0,0,0,0,0,0,0,0
4836,A10025623,201403,0,0,0,0,0,0,0,0,0,0
4837,A10025623,201404,0,0,0,0,0,0,0,0,0,0
4838,A10025623,201405,0,0,0,0,0,0,0,0,0,0
4839,A10025623,201406,0,0,0,0,0,0,0,0,0,0
4840,A10025623,201407,0,0,0,0,0,0,0,0,0,0
4841,A10025623,201408,0,0,0,0,0,0,0,0,0,0
4842,A10025623,201409,0,0,0,0,0,0,0,0,0,0
4843,A10025623,201410,0,0,0,0,0,0,0,0,0,0
4844,A10025623,201411,0,0,0,0,0,0,0,0,0,0
4845,A10025623,201412,0,0,0,0,0,0,0,0,0,0
4846,A10025623,201501,0,0,0,0,0,0,0,0,0,0
4847,A10025623,201502,0,0,0,0,0,0,0,0,0,0
4848,A10025623,201503,0,0,0,0,0,0,0,0,0,0
4849,A10025623,201504,0,0,0,0,0,0,0,0,0,0
4850,A10025623,201505,0,0,0,0,0,0,0,0,0,0
4851,A10025623,201506,0,0,0,0,0,0,0,0,0,0
4852,A10025623,201507,0,0,0,0,0,0,0,0,0,0
4853,A10025623,201508,0,0,0,0,0,0,0,0,0,0
4854,A10025623,201509,0,0,0,0,0,0,0,0,0,0
4855,A10025623,201510,0,0,0,0,0,0,0,0,0,0
4856,A10025623,201511,0,0,0,0,0,0,0,0,0,0
4857,A10025623,201512,0,0,0,0,0,0,0,0,0,0
4858,A10025623,201601,0,0,0,0,0,0,0,0,0,0
4859,A10025623,201602,0,0,0,0,0,0,0,0,0,0
4860,A10025623,201603,0,0,0,0,0,0,0,0,0,0
4861,A10025623,201604,0,0,0,0,0,0,0,0,0,0
4862,A10025623,201605,0,0,0,0,0,0,0,0,0,0
4863,A10025623,201606,0,0,0,0,0,0,0,0,0,0
4864,A10025623,201607,0,0,0,0,0,0,0,0,0,0
4865,A10025623,201608,0,0,0,0,0,0,0,0,0,0
4866,A10025623,201609,0,0,0,0,0,0,0,0,0,0
4867,A10025623,201610,0,0,0,0,0,0,0,0,0,0
4868,A10025623,201611,0,0,0,0,0,0,0,0,0,0
4869,A10025623,201612,0,0,0,0,0,0,0,0,0,0
4870,A10025623,201701,0,0,0,0,0,0,0,0,0,0
4871,A10025623,201702,0,0,0,0,0,0,0,0,0,0
4872,A10025623,201703,0,0,0,0,0,0,0,0,0,0
4873,A10025623,201704,0,0,0,0,0,0,0,0,0,0
4874,A10025623,201705,0,0,0,0,0,0,0,0,0,0
4875,A10025623,201706,0,0,0,0,0,0,0,0,0,0
4876,A10025623,201707,0,0,0,0,0,0,0,0,0,0
4877,A10025623,201708,0,0,0,0,0,0,0,0,0,0
4878,A10025623,201709,0,0,0,0,0,0,0,0,0,0
4879,A10025623,201710,0,0,0,0,0,0,0,0,0,0
4880,A10025623,201711,0,0,0,0,0,0,0,0,0,0
4881,A10025623,201712,0,0,0,0,0,0,0,0,0,0
4882,A10025623,201801,0,0,0,0,0,0,0,0,0,0
4883,A10025623,201802,0,0,0,0,0,0,0,0,0,0
4884,A10025623,201803,0,0,0,0,0,0,0,0,0,0
4885,A10025623,201804,0,0,0,0,0,0,0,0,0,0
4886,A10025623,201805,0,0,0,0,0,0,0,0,0,0
4887,A10025623,201806,0,0,0,0,0,0,0,0,0,0
4888,A10025623,201807,0,0,0,0,0,0,0,0,0,0
4889,A10025623,201808,0,0,0,0,0,0,0,0,0,0
4890,A10025623,201809,0,0,0,0,0,0,0,0,0,0
4891,A10025623,201810,0,0,0,0,0,0,0,0,0,0
4892,A10025623,201811,0,0,0,0,0,0,0,0,0,0
4893,A10025623,201812,0,0,0,0,0,0,0,0,0,0
4894,A10025623,201901,0,0,0,0,0,0,0,0,0,0
4895,A10025623,201902,0,0,0,0,0,0,0,0,0,0
4896,A10025623,201903,0,0,0,0,0,0,0,0,0,0
4897,A10025623,201904,0,0,0,0,0,0,0,0,0,0
4898,A10025623,201905,0,0,0,0,0,0,0,0,0,0
4899,A10025623,201906,0,0,0,0,0,0,0,0,0,0
4900,A10025623,201907,0,0,0,0,0,0,0,0,0,0
4901,A10025623,201908,0,0,0,0,0,0,0,0,0,0
4902,A10025623,201909,0,0,0,0,0,0,0,0,0,0
4903,A10025623,201910,0,0,0,0,0,0,0,0,0,0
4904,A10025623,201911,0,0,0,0,0,0,0,0,0,0
4905,A10025623,201912,0,0,0,0,0,0,0,0,0,0
4906,A10025623,202001,0,0,0,0,0,0,0,0,0,0
4907,A10025623,202002,0,0,0,0,0,0,0,0,0,0
4908,A10025623,202003,0,0,0,0,0,0,0,0,0,0
4909,A10025623,202004,0,0,0,0,0,0,0,0,0,0
4910,A10025623,202005,0,0,0,0,0,0,0,0,0,0
4911,A10025623,202006,0,0,0,0,0,0,0,0,0,0
4912,A10025623,202007,0,0,0,0,0,0,0,0,0,0
4913,A10025623,202008,0,0,0,0,0,0,0,0,0,0
4914,A10025623,202009,0,0,0,0,0,0,0,0,0,0
4915,A10025623,202010,0,0,0,0,0,0,0,0,0,0
4916,A10025623,202011,0,0,0,0,0,0,0,0,0,0
4917,A10025623,202012,0,0,0,0,0,0,0,0,0,0
4918,A10025623,202101,0,0,0,0,0,0,0,0,0,0
4919,A10025623,202102,0,0,0,0,0,0,0,0,0,0
4920,A10025623,202103,0,0,0,0,0,0,0,0,0,0
4921,A10025623,202104,0,0,0,0,0,0,0,0,0,0
4922,A10025623,202105,0,0,0,0,0,0,0,0,0,0
4923,A10025623,202106,0,0,0,0,0,0,0,0,0,0
4924,A10025623,202107,0,0,0,0,0,0,0,0,0,0
4925,A10025623,202108,0,0,0,0,0,0,0,0,0,0
4926,A10025623,202109,0,0,0,0,0,0,0,0,0,0
4927,A10025623,202110,0,0,0,0,0,0,0,0,0,0
4928,A10025623,202111,0,0,0,0,0,0,0,0,0,0
4929,A10025623,202112,0,0,0,0,0,0,0,0,0,0
4930,A10025623,202201,0,0,0,0,0,0,0,0,0,0
4931,A10025623,202202,0,0,0,0,0,0,0,0,0,0
4932,A10025623,202203,0,0,0,0,0,0,0,0,0,0
4933,A10025623,202204,0,0,0,0,0,0,0,0,0,0
4934,A10025623,202205,0,0,0,0,0,0,0,0,0,0
4935,A10025623,202206,0,0,0,0,0,0,0,0,0,0
4936,A10025623,202207,0,0,0,0,0,0,0,0,0,0
4937,A10025623,202208,0,0,0,0,0,0,0,0,0,0
4938,A10025623,202209,0,0,0,0,0,0,0,0,0,0
4939,A10025623,202210,0,0,0,0,0,0,0,0,0,0
4940,A10025623,202211,0,0,0,0,0,0,0,0,0,0
4941,A10025623,202212,0,0,0,0,0,0,0,0,0,0
4942,A10025623,202301,0,0,0,0,0,0,0,0,0,0
4943,A10025623,202302,0,0,0,0,0,0,0,0,0,0
4944,A10025623,202303,0,0,0,0,0,0,0,0,0,0
4945,A10025623,202304,0,0,0,0,0,0,0,0,0,0
4946,A10025623,202305,0,0,0,0,0,0,0,0,0,0
4947,A10025623,202306,0,0,0,0,0,0,0,0,0,0
4948,A10025623,202307,0,0,0,0,0,0,0,0,0,0
4949,A10025623,202308,0,0,0,0,0,0,0,0,0,0
4950,A10025623,202309,0,0,0,0,0,0,0,0,0,0
4951,A10025623,202310,0,0,0,0,0,0,0,0,0,0
4952,A10025623,202311,0,0,0,0,0,0,4964790,24440,1149500,1044
4953,A10025623,202312,0,0,0,0,0,0,0,0,0,0
4954,A10025642,201401,0,0,0,0,0,0,0,0,0,0
4955,A10025642,201402,0,0,0,0,0,0,0,0,0,0
4956,A10025642,201403,0,0,0,0,0,0,0,0,0,0
4957,A10025642,201404,0,0,0,0,0,0,0,0,0,0
4958,A10025642,201405,0,0,0,0,0,0,0,0,0,0
4959,A10025642,201406,0,0,0,0,0,0,0,0,0,0
4960,A10025642,201407,0,0,0,0,0,0,0,0,0,0
4961,A10025642,201408,0,0,0,0,0,0,0,0,0,0
4962,A10025642,201409,0,0,0,0,0,0,0,0,0,0
4963,A10025642,201410,0,0,0,0,0,0,0,0,0,0
4964,A10025642,201411,0,0,0,0,0,0,0,0,0,0
4965,A10025642,201412,0,0,0,0,0,0,0,0,0,0
4966,A10025642,201501,0,0,0,0,0,0,0,0,0,0
4967,A10025642,201502,0,0,0,0,0,0,0,0,0,0
4968,A10025642,201503,0,0,0,0,0,0,0,0,0,0
4969,A10025642,201504,0,0,0,0,0,0,0,0,0,0
4970,A10025642,201505,0,0,0,0,0,0,0,0,0,0
4971,A10025642,201506,0,0,0,0,0,0,0,0,0,0
4972,A10025642,201507,0,0,0,0,0,0,0,0,0,0
4973,A10025642,201508,0,0,0,0,0,0,0,0,0,0
4974,A10025642,201509,0,0,0,0,0,0,0,0,0,0
4975,A10025642,201510,0,0,0,0,0,0,0,0,0,0
4976,A10025642,201511,0,0,0,0,0,0,0,0,0,0
4977,A10025642,201512,0,0,0,0,0,0,0,0,0,0
4978,A10025642,201601,0,0,0,0,0,0,0,0,0,0
4979,A10025642,201602,0,0,0,0,0,0,0,0,0,0
4980,A10025642,201603,0,0,0,0,0,0,0,0,0,0
4981,A10025642,201604,0,0,0,0,0,0,0,0,0,0
4982,A10025642,201605,0,0,0,0,0,0,0,0,0,0
4983,A10025642,201606,0,0,0,0,0,0,0,0,0,0
4984,A10025642,201607,0,0,0,0,0,0,0,0,0,0
4985,A10025642,201608,0,0,0,0,0,0,0,0,0,0
4986,A10025642,201609,0,0,0,0,0,0,0,0,0,0
4987,A10025642,201610,0,0,0,0,0,0,0,0,0,0
4988,A10025642,201611,0,0,0,0,0,0,0,0,0,0
4989,A10025642,201612,0,0,0,0,0,0,0,0,0,0
4990,A10025642,201701,0,0,0,0,0,0,0,0,0,0
4991,A10025642,201702,0,0,0,0,0,0,0,0,0,0
4992,A10025642,201703,0,0,0,0,0,0,0,0,0,0
4993,A10025642,201704,0,0,0,0,0,0,0,0,0,0
4994,A10025642,201705,0,0,0,0,0,0,0,0,0,0
4995,A10025642,201706,0,0,0,0,0,0,0,0,0,0
4996,A10025642,201707,0,0,0,0,0,0,0,0,0,0
4997,A10025642,201708,0,0,0,0,0,0,0,0,0,0
4998,A10025642,201709,0,0,0,0,0,0,0,0,0,0
4999,A10025642,201710,0,0,0,0,0,0,0,0,0,0
5000,A10025642,201711,0,0,0,0,0,0,0,0,0,0
5001,A10025642,201712,0,0,0,0,0,0,0,0,0,0
5002,A10025642,201801,0,0,0,0,0,0,0,0,0,0
5003,A10025642,201802,0,0,0,0,0,0,0,0,0,0
5004,A10025642,201803,0,0,0,0,0,0,0,0,0,0
5005,A10025642,201804,0,0,0,0,0,0,0,0,0,0
5006,A10025642,201805,0,0,0,0,0,0,0,0,0,0
5007,A10025642,201806,0,0,0,0,0,0,0,0,0,0
5008,A10025642,201807,0,0,0,0,0,0,0,0,0,0
5009,A10025642,201808,0,0,0,0,0,0,0,0,0,0
5010,A10025642,201809,0,0,0,0,0,0,0,0,0,0
5011,A10025642,201810,0,0,0,0,0,0,0,0,0,0
5012,A10025642,201811,0,0,0,0,0,0,0,0,0,0
5013,A10025642,201812,0,0,0,0,0,0,0,0,0,0
5014,A10025642,201901,0,0,0,0,0,0,0,0,0,0
5015,A10025642,201902,0,0,0,0,0,0,0,0,0,0
5016,A10025642,201903,0,0,0,0,0,0,0,0,0,0
5017,A10025642,201904,0,0,0,0,0,0,0,0,0,0
5018,A10025642,201905,0,0,0,0,0,0,0,0,0,0
5019,A10025642,201906,0,0,0,0,0,0,0,0,0,0
5020,A10025642,201907,0,0,0,0,0,0,0,0,0,0
5021,A10025642,201908,0,0,0,0,0,0,0,0,0,0
5022,A10025642,201909,0,0,0,0,0,0,0,0,0,0
5023,A10025642,201910,0,0,0,0,0,0,0,0,0,0
5024,A10025642,201911,0,0,0,0,0,0,0,0,0,0
5025,A10025642,201912,0,0,0,0,0,0,0,0,0,0
5026,A10025642,202001,0,0,0,0,0,0,0,0,0,0
5027,A10025642,202002,0,0,0,0,0,0,0,0,0,0
5028,A10025642,202003,0,0,0,0,0,0,0,0,0,0
5029,A10025642,202004,0,0,0,0,0,0,0,0,0,0
5030,A10025642,202005,0,0,0,0,0,0,0,0,0,0
5031,A10025642,202006,0,0,0,0,0,0,0,0,0,0
5032,A10025642,202007,0,0,0,0,0,0,0,0,0,0
5033,A10025642,202008,0,0,0,0,0,0,0,0,0,0
5034,A10025642,202009,0,0,0,0,0,0,0,0,0,0
5035,A10025642,202010,0,0,0,0,0,0,0,0,0,0
5036,A10025642,202011,0,0,0,0,0,0,0,0,0,0
5037,A10025642,202012,0,0,0,0,0,0,0,0,0,0
5038,A10025642,202101,0,0,0,0,0,0,0,0,0,0
5039,A10025642,202102,0,0,0,0,0,0,0,0,0,0
5040,A10025642,202103,0,0,0,0,0,0,0,0,0,0
5041,A10025642,202104,0,0,0,0,0,0,0,0,0,0
5042,A10025642,202105,0,0,0,0,0,0,0,0,0,0
5043,A10025642,202106,0,0,0,0,0,0,0,0,0,0
5044,A10025642,202107,0,0,0,0,0,0,0,0,0,0
5045,A10025642,202108,0,0,0,0,0,0,0,0,0,0
5046,A10025642,202109,0,0,0,0,0,0,0,0,0,0
5047,A10025642,202110,0,0,0,0,0,0,0,0,0,0
5048,A10025642,202111,0,0,0,0,0,0,0,0,0,0
5049,A10025642,202112,0,0,0,0,0,0,0,0,0,0
5050,A10025642,202201,0,0,0,0,0,0,0,0,0,0
5051,A10025642,202202,0,0,0,0,0,0,0,0,0,0
5052,A10025642,202203,0,0,0,0,0,0,0,0,0,0
5053,A10025642,202204,0,0,0,0,0,0,0,0,0,0
5054,A10025642,202205,0,0,0,0,0,0,0,0,0,0
5055,A10025642,202206,0,0,0,0,0,0,0,0,0,0
5056,A10025642,202207,0,0,0,0,0,0,0,0,0,0
5057,A10025642,202208,0,0,0,0,0,0,0,0,0,0
5058,A10025642,202209,0,0,0,0,0,0,0,0,0,0
5059,A10025642,202210,0,0,0,0,0,0,0,0,0,0
5060,A10025642,202211,0,0,0,0,0,0,0,0,0,0
5061,A10025642,202212,0,0,0,0,0,0,0,0,0,0
5062,A10025642,202301,0,0,0,0,0,0,0,0,0,0
5063,A10025642,202302,0,0,0,0,0,0,0,0,0,0
5064,A10025642,202303,0,0,0,0,0,0,0,0,0,0
5065,A10025642,202304,0,0,0,0,0,0,0,0,0,0
5066,A10025642,202305,0,0,0,0,0,0,0,0,0,0
5067,A10025642,202306,0,0,0,0,0,0,0,0,0,0
5068,A10025642,202307,0,0,0,0,0,0,0,0,0,0
5069,A10025642,202308,0,0,0,0,0,0,0,0,0,0
5070,A10025642,202309,0,0,0,0,0,0,0,0,0,0
5071,A10025642,202310,0,0,0,0,0,0,0,0,0,0
5072,A10025642,202311,0,0,0,0,0,0,0,0,0,0
5073,A10025642,202312,0,0,0,0,0,0,0,0,0,0
5074,A10025654,201401,0,0,0,0,0,0,0,0,0,0
5075,A10025654,201402,0,0,0,0,0,0,0,0,0,0
5076,A10025654,201403,0,0,0,0,0,0,0,0,0,0
5077,A10025654,201404,0,0,0,0,0,0,0,0,0,0
5078,A10025654,201405,0,0,0,0,0,0,0,0,0,0
5079,A10025654,201406,0,0,0,0,0,0,0,0,0,0
5080,A10025654,201407,0,0,0,0,0,0,0,0,0,0
5081,A10025654,201408,0,0,0,0,0,0,0,0,0,0
5082,A10025654,201409,0,0,0,0,0,0,0,0,0,0
5083,A10025654,201410,0,0,0,0,0,0,0,0,0,0
